Classof,Measure Names,Organization Code,Organization Name,organizationid,Suppression Label,Measure Values,Cohort Numberof Students
Class of 2018,Dropped Out,19404,Cle Elum-Roslyn School District,100046, ,0.1125,80
Class of 2018,Graduated,20404,Goldendale School District,100094, ,0.907894737,76
Class of 2018,Continued,20404,Goldendale School District,100094, ,0.026315789,76
Class of 2018,Dropped Out,20404,Goldendale School District,100094, ,0.065789474,76
Class of 2018,Graduated,20405,White Salmon Valley School District,100295, ,0.891666667,120
Class of 2018,Continued,20405,White Salmon Valley School District,100295, ,0.008333333,120
Class of 2018,Dropped Out,20405,White Salmon Valley School District,100295, ,0.1,120
Class of 2018,Graduated,21206,Mossyrock School District,100154, ,0.894736842,38
Class of 2018,Continued,21206,Mossyrock School District,100154, ,0.026315789,38
Class of 2018,Dropped Out,21206,Mossyrock School District,100154, ,0.078947368,38
Class of 2018,Graduated,21214,Morton School District,100152, ,0.833333333,24
Class of 2018,Continued,21214,Morton School District,100152, ,0,24
Class of 2018,Dropped Out,21214,Morton School District,100152, ,0.166666667,24
Class of 2018,Graduated,21232,Winlock School District,100299, ,0.818181818,55
Class of 2018,Continued,21232,Winlock School District,100299, ,0.090909091,55
Class of 2018,Dropped Out,21232,Winlock School District,100299, ,0.090909091,55
Class of 2018,Graduated,21237,Toledo School District,100267, ,0.794520548,73
Class of 2018,Continued,21237,Toledo School District,100267, ,0.109589041,73
Class of 2018,Dropped Out,21237,Toledo School District,100267, ,0.095890411,73
Class of 2018,Graduated,21300,Onalaska School District,100184, ,0.910714286,56
Class of 2018,Continued,21300,Onalaska School District,100184, ,0.035714286,56
Class of 2018,Dropped Out,21300,Onalaska School District,100184, ,0.053571429,56
Class of 2018,Graduated,21301,Pe Ell School District,100198, ,0.809523810,21
Class of 2018,Continued,21301,Pe Ell School District,100198, ,0.142857143,21
Class of 2018,Dropped Out,21301,Pe Ell School District,100198, ,0.047619048,21
Class of 2018,Graduated,21302,Chehalis School District,100041, ,0.878504673,214
Class of 2018,Continued,21302,Chehalis School District,100041, ,0.037383178,214
Class of 2018,Dropped Out,21302,Chehalis School District,100041, ,0.084112150,214
Class of 2018,Graduated,21303,White Pass School District,100293, ,0.5,36
Class of 2018,Continued,21303,White Pass School District,100293, ,0.083333333,36
Class of 2018,Dropped Out,21303,White Pass School District,100293, ,0.416666667,36
Class of 2018,Graduated,21401,Centralia School District,100040, ,0.786516854,267
Class of 2018,Continued,21401,Centralia School District,100040, ,0.037453184,267
Class of 2018,Dropped Out,21401,Centralia School District,100040, ,0.176029963,267
Class of 2018,Graduated,23309,Shelton School District,100235, ,0.743718593,398
Class of 2018,Continued,23309,Shelton School District,100235, ,0.168341709,398
Class of 2018,Dropped Out,23309,Shelton School District,100235, ,0.087939698,398
Class of 2018,Graduated,23403,North Mason School District,100170, ,0.758293839,211
Class of 2018,Continued,23403,North Mason School District,100170, ,0.113744076,211
Class of 2018,Dropped Out,23403,North Mason School District,100170, ,0.127962085,211
Class of 2018,Graduated,24019,Omak School District,100183, ,0.83,100
Class of 2018,Continued,24019,Omak School District,100183, ,0.11,100
Class of 2018,Dropped Out,24019,Omak School District,100183, ,0.06,100
Class of 2018,Graduated,24105,Okanogan School District,100181, ,0.936507937,63
Class of 2018,Continued,24105,Okanogan School District,100181, ,0.031746032,63
Class of 2018,Dropped Out,24105,Okanogan School District,100181, ,0.031746032,63
Class of 2018,Graduated,24111,Brewster School District,100027, ,0.794117647,68
Class of 2018,Continued,24111,Brewster School District,100027, ,0.014705882,68
Class of 2018,Dropped Out,24111,Brewster School District,100027, ,0.191176471,68
Class of 2018,Graduated,24404,Tonasket School District,100268, ,0.851851852,81
Class of 2018,Continued,24404,Tonasket School District,100268, ,0.024691358,81
Class of 2018,Dropped Out,24404,Tonasket School District,100268, ,0.123456790,81
Class of 2018,Graduated,24410,Oroville School District,100190, ,0.888888889,54
Class of 2018,Continued,24410,Oroville School District,100190, ,0.018518519,54
Class of 2018,Dropped Out,24410,Oroville School District,100190, ,0.092592593,54
Class of 2018,Graduated,25101,Ocean Beach School District,100178, ,0.824324324,74
Class of 2018,Continued,25101,Ocean Beach School District,100178, ,0.108108108,74
Class of 2018,Dropped Out,25101,Ocean Beach School District,100178, ,0.067567568,74
Class of 2018,Graduated,25155,Naselle-Grays River Valley School District,100162, ,0.833333333,18
Class of 2018,Continued,25155,Naselle-Grays River Valley School District,100162, ,0.111111111,18
Class of 2018,Dropped Out,25155,Naselle-Grays River Valley School District,100162, ,0.055555556,18
Class of 2018,Graduated,26056,Newport School District,100164, ,0.864864865,111
Class of 2018,Continued,26056,Newport School District,100164, ,0.036036036,111
Class of 2018,Dropped Out,26056,Newport School District,100164, ,0.099099099,111
Class of 2018,Graduated,26059,Cusick School District,100062, ,0.851851852,27
Class of 2018,Continued,26059,Cusick School District,100062, ,0.111111111,27
Class of 2018,Dropped Out,26059,Cusick School District,100062, ,0.037037037,27
Class of 2018,Graduated,27001,Steilacoom Hist. School District,100254, ,0.928286853,251
Class of 2018,Continued,27001,Steilacoom Hist. School District,100254, ,0.047808765,251
Class of 2018,Dropped Out,27001,Steilacoom Hist. School District,100254, ,0.023904382,251
Class of 2018,Graduated,27003,Puyallup School District,100207, ,0.879349046,"1,782"
Class of 2018,Continued,27003,Puyallup School District,100207, ,0.039842873,"1,782"
Class of 2018,Dropped Out,27003,Puyallup School District,100207, ,0.080808081,"1,782"
Class of 2018,Graduated,27010,Tacoma School District,100261, ,0.892837616,"1,829"
Class of 2018,Continued,27010,Tacoma School District,100261, ,0.022416621,"1,829"
Class of 2018,Dropped Out,27010,Tacoma School District,100261, ,0.084745763,"1,829"
Class of 2018,Graduated,27083,University Place School District,100275, ,0.936117936,407
Class of 2018,Continued,27083,University Place School District,100275, ,0.029484029,407
Class of 2018,Dropped Out,27083,University Place School District,100275, ,0.034398034,407
Class of 2018,Graduated,27320,Sumner School District,100259, ,0.898640297,809
Class of 2018,Continued,27320,Sumner School District,100259, ,0.035846724,809
Class of 2018,Dropped Out,27320,Sumner School District,100259, ,0.065512979,809
Class of 2018,Graduated,27344,Orting School District,100191, ,0.896174863,183
Class of 2018,Continued,27344,Orting School District,100191, ,0.021857923,183
Class of 2018,Dropped Out,27344,Orting School District,100191, ,0.081967213,183
Class of 2018,Graduated,27400,Clover Park School District,100047, ,0.885852090,622
Class of 2018,Continued,27400,Clover Park School District,100047, ,0.049839228,622
Class of 2018,Dropped Out,27400,Clover Park School District,100047, ,0.064308682,622
Class of 2018,Graduated,27401,Peninsula School District,100199, ,0.870967742,806
Class of 2018,Continued,27401,Peninsula School District,100199, ,0.064516129,806
Class of 2018,Dropped Out,27401,Peninsula School District,100199, ,0.064516129,806
Class of 2018,Graduated,27402,Franklin Pierce School District,100090, ,0.893428064,563
Class of 2018,Continued,27402,Franklin Pierce School District,100090, ,0.044404973,563
Class of 2018,Dropped Out,27402,Franklin Pierce School District,100090, ,0.062166963,563
Class of 2018,Graduated,27403,Bethel School District,100022, ,0.868008949,"1,341"
Class of 2018,Continued,27403,Bethel School District,100022, ,0.056674124,"1,341"
Class of 2018,Dropped Out,27403,Bethel School District,100022, ,0.075316928,"1,341"
Class of 2018,Graduated,27404,Eatonville School District,100074, ,0.959731544,149
Class of 2018,Continued,27404,Eatonville School District,100074, ,0,149
Class of 2018,Dropped Out,27404,Eatonville School District,100074, ,0.040268456,149
Class of 2018,Graduated,27416,White River School District,100294, ,0.920792079,303
Class of 2018,Continued,27416,White River School District,100294, ,0.046204620,303
Class of 2018,Dropped Out,27416,White River School District,100294, ,0.033003300,303
Class of 2018,Graduated,27417,Fife School District,100088, ,0.910891089,303
Class of 2018,Continued,27417,Fife School District,100088, ,0.042904290,303
Class of 2018,Dropped Out,27417,Fife School District,100088, ,0.046204620,303
Class of 2018,Graduated,28144,Lopez School District,100134, ,0.866666667,15
Class of 2018,Continued,28144,Lopez School District,100134, ,0.066666667,15
Class of 2018,Dropped Out,28144,Lopez School District,100134, ,0.066666667,15
Class of 2018,Graduated,28149,San Juan Island School District,100227, ,0.893939394,66
Class of 2018,Continued,28149,San Juan Island School District,100227, ,0.045454545,66
Class of 2018,Dropped Out,28149,San Juan Island School District,100227, ,0.060606061,66
Class of 2018,Graduated,29011,Concrete School District,100054, ,0.659090909,44
Class of 2018,Continued,29011,Concrete School District,100054, ,0.090909091,44
Class of 2018,Dropped Out,29011,Concrete School District,100054, ,0.25,44
Class of 2018,Graduated,29100,Burlington-Edison School District,100030, ,0.833962264,265
Class of 2018,Continued,29100,Burlington-Edison School District,100030, ,0.064150943,265
Class of 2018,Dropped Out,29100,Burlington-Edison School District,100030, ,0.101886792,265
Class of 2018,Graduated,29101,Sedro-Woolley School District,100230, ,0.704301075,372
Class of 2018,Continued,29101,Sedro-Woolley School District,100230, ,0.150537634,372
Class of 2018,Dropped Out,29101,Sedro-Woolley School District,100230, ,0.145161290,372
Class of 2018,Graduated,29103,Anacortes School District,100013, ,0.901639344,183
Class of 2018,Continued,29103,Anacortes School District,100013, ,0.065573770,183
Class of 2018,Dropped Out,29103,Anacortes School District,100013, ,0.032786885,183
Class of 2018,Graduated,29311,La Conner School District,100123, ,0.744680851,47
Class of 2018,Continued,29311,La Conner School District,100123, ,0.106382979,47
Class of 2018,Dropped Out,29311,La Conner School District,100123, ,0.148936170,47
Class of 2018,Graduated,29320,Mount Vernon School District,100158, ,0.764830508,472
Class of 2018,Continued,29320,Mount Vernon School District,100158, ,0.061440678,472
Class of 2018,Dropped Out,29320,Mount Vernon School District,100158, ,0.173728814,472
Class of 2018,Graduated,30303,Stevenson-Carson School District,100256, ,0.804878049,82
Class of 2018,Continued,30303,Stevenson-Carson School District,100256, ,0.024390244,82
Class of 2018,Dropped Out,30303,Stevenson-Carson School District,100256, ,0.170731707,82
Class of 2018,Graduated,31002,Everett School District,100083, ,0.957349581,"1,313"
Class of 2018,Continued,31002,Everett School District,100083, ,0.019040366,"1,313"
Class of 2018,Dropped Out,31002,Everett School District,100083, ,0.023610053,"1,313"
Class of 2018,Graduated,31004,Lake Stevens School District,100126, ,0.891891892,592
Class of 2018,Continued,31004,Lake Stevens School District,100126, ,0.055743243,592
Class of 2018,Dropped Out,31004,Lake Stevens School District,100126, ,0.052364865,592
Class of 2018,Graduated,31006,Mukilteo School District,100159, ,0.848484848,"1,089"
Class of 2018,Continued,31006,Mukilteo School District,100159, ,0.081726354,"1,089"
Class of 2018,Dropped Out,31006,Mukilteo School District,100159, ,0.069788797,"1,089"
Class of 2018,Graduated,31015,Edmonds School District,100075, ,0.835965978,"1,646"
Class of 2018,Continued,31015,Edmonds School District,100075, ,0.085054678,"1,646"
Class of 2018,Dropped Out,31015,Edmonds School District,100075, ,0.078979344,"1,646"
Class of 2018,Graduated,31016,Arlington School District,100014, ,0.853233831,402
Class of 2018,Continued,31016,Arlington School District,100014, ,0.059701493,402
Class of 2018,Dropped Out,31016,Arlington School District,100014, ,0.087064677,402
Class of 2018,Graduated,31025,Marysville School District,100142, ,0.737704918,793
Class of 2018,Continued,31025,Marysville School District,100142, ,0.079445145,793
Class of 2018,Dropped Out,31025,Marysville School District,100142, ,0.182849937,793
Class of 2018,Graduated,31103,Monroe School District,100150, ,0.850779510,449
Class of 2018,Continued,31103,Monroe School District,100150, ,0.091314031,449
Class of 2018,Dropped Out,31103,Monroe School District,100150, ,0.057906459,449
Class of 2018,Graduated,31201,Snohomish School District,100239, ,0.837158470,915
Class of 2018,Continued,31201,Snohomish School District,100239, ,0.079781421,915
Class of 2018,Dropped Out,31201,Snohomish School District,100239, ,0.083060109,915
Class of 2018,Graduated,31306,Lakewood School District,100128, ,0.920731707,164
Class of 2018,Continued,31306,Lakewood School District,100128, ,0.030487805,164
Class of 2018,Dropped Out,31306,Lakewood School District,100128, ,0.048780488,164
Class of 2018,Graduated,31311,Sultan School District,100257, ,0.867132867,143
Class of 2018,Continued,31311,Sultan School District,100257, ,0.034965035,143
Class of 2018,Dropped Out,31311,Sultan School District,100257, ,0.097902098,143
Class of 2018,Graduated,31330,Darrington School District,100064, ,0.714285714,28
Class of 2018,Continued,31330,Darrington School District,100064, ,0.071428571,28
Class of 2018,Dropped Out,31330,Darrington School District,100064, ,0.214285714,28
Class of 2018,Graduated,31332,Granite Falls School District,100098, ,0.76,175
Class of 2018,Continued,31332,Granite Falls School District,100098, ,0.16,175
Class of 2018,Dropped Out,31332,Granite Falls School District,100098, ,0.08,175
Class of 2018,Graduated,31401,Stanwood-Camano School District,100250, ,0.843406593,364
Class of 2018,Continued,31401,Stanwood-Camano School District,100250, ,0.063186813,364
Class of 2018,Dropped Out,31401,Stanwood-Camano School District,100250, ,0.093406593,364
Class of 2018,Graduated,32081,Spokane School District,100247, ,0.881616939,"2,078"
Class of 2018,Continued,32081,Spokane School District,100247, ,0.046679500,"2,078"
Class of 2018,Dropped Out,32081,Spokane School District,100247, ,0.071703561,"2,078"
Class of 2018,Graduated,32326,Medical Lake School District,100145, ,0.930555556,144
Class of 2018,Continued,32326,Medical Lake School District,100145, ,0.027777778,144
Class of 2018,Dropped Out,32326,Medical Lake School District,100145, ,0.041666667,144
Class of 2018,Graduated,32354,Mead School District,100144, ,0.896955504,854
Class of 2018,Continued,32354,Mead School District,100144, ,0.073770492,854
Class of 2018,Dropped Out,32354,Mead School District,100144, ,0.029274005,854
Class of 2018,Graduated,32356,Central Valley School District,100039, ,0.881789137,939
Class of 2018,Continued,32356,Central Valley School District,100039, ,0.038338658,939
Class of 2018,Dropped Out,32356,Central Valley School District,100039, ,0.079872204,939
Class of 2018,Graduated,32360,Cheney School District,100042, ,0.844776119,335
Class of 2018,Continued,32360,Cheney School District,100042, ,0.062686567,335
Class of 2018,Dropped Out,32360,Cheney School District,100042, ,0.092537313,335
Class of 2018,Graduated,32361,East Valley School District (Spokane),100070, ,0.789682540,252
Class of 2018,Continued,32361,East Valley School District (Spokane),100070, ,0.079365079,252
Class of 2018,Dropped Out,32361,East Valley School District (Spokane),100070, ,0.130952381,252
Class of 2018,Graduated,32363,West Valley School District (Spokane),100291, ,0.978378378,185
Class of 2018,Continued,32363,West Valley School District (Spokane),100291, ,0.021621622,185
Class of 2018,Dropped Out,32363,West Valley School District (Spokane),100291, ,0,185
Class of 2018,Graduated,32414,Deer Park School District,100067, ,0.960784314,153
Class of 2018,Continued,32414,Deer Park School District,100067, ,0.006535948,153
Class of 2018,Dropped Out,32414,Deer Park School District,100067, ,0.032679739,153
Class of 2018,Graduated,32416,Riverside School District,100221, ,0.867768595,121
Class of 2018,Continued,32416,Riverside School District,100221, ,0.049586777,121
Class of 2018,Dropped Out,32416,Riverside School District,100221, ,0.082644628,121
Class of 2018,Graduated,33036,Chewelah School District,100043, ,0.833333333,78
Class of 2018,Continued,33036,Chewelah School District,100043, ,0.089743590,78
Class of 2018,Dropped Out,33036,Chewelah School District,100043, ,0.076923077,78
Class of 2018,Graduated,33049,Wellpinit School District,100289, ,0.789473684,19
Class of 2018,Continued,33049,Wellpinit School District,100289, ,0.157894737,19
Class of 2018,Dropped Out,33049,Wellpinit School District,100289, ,0.052631579,19
Class of 2018,Graduated,33115,Colville School District,100053, ,0.801470588,136
Class of 2018,Continued,33115,Colville School District,100053, ,0.095588235,136
Class of 2018,Dropped Out,33115,Colville School District,100053, ,0.102941176,136
Class of 2018,Graduated,33207,Mary Walker School District,100141, ,0.864864865,37
Class of 2018,Continued,33207,Mary Walker School District,100141, ,0.027027027,37
Class of 2018,Dropped Out,33207,Mary Walker School District,100141, ,0.108108108,37
Class of 2018,Graduated,33211,Northport School District,100173, ,0.789473684,19
Class of 2018,Continued,33211,Northport School District,100173, ,0.105263158,19
Class of 2018,Dropped Out,33211,Northport School District,100173, ,0.105263158,19
Class of 2018,Graduated,34002,Yelm School District,100304, ,0.784210526,380
Class of 2018,Continued,34002,Yelm School District,100304, ,0.086842105,380
Class of 2018,Dropped Out,34002,Yelm School District,100304, ,0.128947368,380
Class of 2018,Graduated,34003,North Thurston Public Schools,100172, ,0.856332703,"1,058"
Class of 2018,Continued,34003,North Thurston Public Schools,100172, ,0.065217391,"1,058"
Class of 2018,Dropped Out,34003,North Thurston Public Schools,100172, ,0.078449905,"1,058"
Class of 2018,Graduated,34033,Tumwater School District,100273, ,0.879562044,548
Class of 2018,Continued,34033,Tumwater School District,100273, ,0.065693431,548
Class of 2018,Dropped Out,34033,Tumwater School District,100273, ,0.054744526,548
Class of 2018,Graduated,34111,Olympia School District,100182, ,0.894941634,771
Class of 2018,Continued,34111,Olympia School District,100182, ,0.055771725,771
Class of 2018,Dropped Out,34111,Olympia School District,100182, ,0.049286641,771
Class of 2018,Graduated,34307,Rainier School District,100213, ,0.9,60
Class of 2018,Continued,34307,Rainier School District,100213, ,0.016666667,60
Class of 2018,Dropped Out,34307,Rainier School District,100213, ,0.083333333,60
Class of 2018,Graduated,34401,Rochester School District,100223, ,0.796178344,157
Class of 2018,Continued,34401,Rochester School District,100223, ,0.108280255,157
Class of 2018,Dropped Out,34401,Rochester School District,100223, ,0.095541401,157
Class of 2018,Graduated,34402,Tenino School District,100265, ,0.917808219,73
Class of 2018,Continued,34402,Tenino School District,100265, ,0.013698630,73
Class of 2018,Dropped Out,34402,Tenino School District,100265, ,0.068493151,73
Class of 2018,Graduated,35200,Wahkiakum School District,100280, ,0.791666667,24
Class of 2018,Continued,35200,Wahkiakum School District,100280, ,0.166666667,24
Class of 2018,Dropped Out,35200,Wahkiakum School District,100280, ,0.041666667,24
Class of 2018,Graduated,36140,Walla Walla Public Schools,100283, ,0.830472103,466
Class of 2018,Continued,36140,Walla Walla Public Schools,100283, ,0.081545064,466
Class of 2018,Dropped Out,36140,Walla Walla Public Schools,100283, ,0.087982833,466
Class of 2018,Graduated,36250,College Place School District,100049, ,0.958762887,97
Class of 2018,Continued,36250,College Place School District,100049, ,0.020618557,97
Class of 2018,Dropped Out,36250,College Place School District,100049, ,0.020618557,97
Class of 2018,Graduated,36400,Columbia (Walla Walla) School District,100052, ,0.833333333,60
Class of 2018,Continued,36400,Columbia (Walla Walla) School District,100052, ,0.083333333,60
Class of 2018,Dropped Out,36400,Columbia (Walla Walla) School District,100052, ,0.083333333,60
Class of 2018,Graduated,37501,Bellingham School District,100020, ,0.870327103,856
Class of 2018,Continued,37501,Bellingham School District,100020, ,0.063084112,856
Class of 2018,Dropped Out,37501,Bellingham School District,100020, ,0.066588785,856
Class of 2018,Graduated,37502,Ferndale School District,100087, ,0.856796117,412
Class of 2018,Continued,37502,Ferndale School District,100087, ,0.041262136,412
Class of 2018,Dropped Out,37502,Ferndale School District,100087, ,0.101941748,412
Class of 2018,Graduated,37503,Blaine School District,100024, ,0.845679012,162
Class of 2018,Continued,37503,Blaine School District,100024, ,0.037037037,162
Class of 2018,Dropped Out,37503,Blaine School District,100024, ,0.117283951,162
Class of 2018,Graduated,37504,Lynden School District,100136, ,0.839622642,212
Class of 2018,Continued,37504,Lynden School District,100136, ,0.051886792,212
Class of 2018,Dropped Out,37504,Lynden School District,100136, ,0.108490566,212
Class of 2018,Graduated,37505,Meridian School District,100147, ,0.925,120
Class of 2018,Continued,37505,Meridian School District,100147, ,0.033333333,120
Class of 2018,Dropped Out,37505,Meridian School District,100147, ,0.041666667,120
Class of 2018,Graduated,37506,Nooksack Valley School District,100166, ,0.746031746,126
Class of 2018,Continued,37506,Nooksack Valley School District,100166, ,0.063492063,126
Class of 2018,Dropped Out,37506,Nooksack Valley School District,100166, ,0.190476190,126
Class of 2018,Graduated,37507,Mount Baker School District,100156, ,0.626984127,126
Class of 2018,Continued,37507,Mount Baker School District,100156, ,0.142857143,126
Class of 2018,Dropped Out,37507,Mount Baker School District,100156, ,0.230158730,126
Class of 2018,Graduated,37903,Lummi Tribal Agency,105800, ,0.75,24
Class of 2018,Continued,37903,Lummi Tribal Agency,105800, ,0.125,24
Class of 2018,Dropped Out,37903,Lummi Tribal Agency,105800, ,0.125,24
Class of 2018,Graduated,38265,Tekoa School District,100264, ,0.769230769,13
Class of 2018,Continued,38265,Tekoa School District,100264, ,0.076923077,13
Class of 2018,Dropped Out,38265,Tekoa School District,100264, ,0.153846154,13
Class of 2018,Graduated,38267,Pullman School District,100206, ,0.935643564,202
Class of 2018,Continued,38267,Pullman School District,100206, ,0.019801980,202
Class of 2018,Dropped Out,38267,Pullman School District,100206, ,0.044554455,202
Class of 2018,Graduated,38300,Colfax School District,100048, ,0.932203390,59
Class of 2018,Continued,38300,Colfax School District,100048, ,0,59
Class of 2018,Dropped Out,38300,Colfax School District,100048, ,0.067796610,59
Class of 2018,Graduated,38322,St. John School District,100249, ,0.888888889,18
Class of 2018,Continued,38322,St. John School District,100249, ,0.055555556,18
Class of 2018,Dropped Out,38322,St. John School District,100249, ,0.055555556,18
Class of 2018,Graduated,39003,Naches Valley School District,100160, ,0.919642857,112
Class of 2018,Continued,39003,Naches Valley School District,100160, ,0.053571429,112
Class of 2018,Dropped Out,39003,Naches Valley School District,100160, ,0.026785714,112
Class of 2018,Graduated,39007,Yakima School District,100303, ,0.794609665,"1,076"
Class of 2018,Continued,39007,Yakima School District,100303, ,0.063197026,"1,076"
Class of 2018,Dropped Out,39007,Yakima School District,100303, ,0.142193309,"1,076"
Class of 2018,Graduated,39090,East Valley School District (Yakima),100071, ,0.835555556,225
Class of 2018,Continued,39090,East Valley School District (Yakima),100071, ,0.053333333,225
Class of 2018,Dropped Out,39090,East Valley School District (Yakima),100071, ,0.111111111,225
Class of 2018,Graduated,39119,Selah School District,100231, ,0.734627832,309
Class of 2018,Continued,39119,Selah School District,100231, ,0.045307443,309
Class of 2018,Dropped Out,39119,Selah School District,100231, ,0.220064725,309
Class of 2018,Graduated,39120,Mabton School District,100137, ,0.898305085,59
Class of 2018,Continued,39120,Mabton School District,100137, ,0.033898305,59
Class of 2018,Dropped Out,39120,Mabton School District,100137, ,0.067796610,59
Class of 2018,Graduated,39200,Grandview School District,100096, ,0.85,240
Class of 2018,Continued,39200,Grandview School District,100096, ,0.041666667,240
Class of 2018,Dropped Out,39200,Grandview School District,100096, ,0.108333333,240
Class of 2018,Graduated,39201,Sunnyside School District,100260, ,0.901287554,466
Class of 2018,Continued,39201,Sunnyside School District,100260, ,0.004291845,466
Class of 2018,Dropped Out,39201,Sunnyside School District,100260, ,0.094420601,466
Class of 2018,Graduated,39202,Toppenish School District,100269, ,0.8,275
Class of 2018,Continued,39202,Toppenish School District,100269, ,0.065454545,275
Class of 2018,Dropped Out,39202,Toppenish School District,100269, ,0.134545455,275
Class of 2018,Graduated,39203,Highland School District,100104, ,0.859154930,71
Class of 2018,Continued,39203,Highland School District,100104, ,0.056338028,71
Class of 2018,Dropped Out,39203,Highland School District,100104, ,0.084507042,71
Class of 2018,Graduated,39204,Granger School District,100097, ,0.850393701,127
Class of 2018,Continued,39204,Granger School District,100097, ,0.055118110,127
Class of 2018,Dropped Out,39204,Granger School District,100097, ,0.094488189,127
Class of 2018,Graduated,39205,Zillah School District,100305, ,0.848214286,112
Class of 2018,Continued,39205,Zillah School District,100305, ,0.026785714,112
Class of 2018,Dropped Out,39205,Zillah School District,100305, ,0.125,112
Class of 2018,Graduated,39207,Wapato School District,100284, ,0.8,230
Class of 2018,Continued,39207,Wapato School District,100284, ,0.052173913,230
Class of 2018,Dropped Out,39207,Wapato School District,100284, ,0.147826087,230
Class of 2018,Graduated,39208,West Valley School District (Yakima),100292, ,0.803324100,361
Class of 2018,Continued,39208,West Valley School District (Yakima),100292, ,0.069252078,361
Class of 2018,Dropped Out,39208,West Valley School District (Yakima),100292, ,0.127423823,361
Class of 2018,Graduated,39209,Mount Adams School District,100155, ,0.730158730,63
Class of 2018,Continued,39209,Mount Adams School District,100155, ,0.015873016,63
Class of 2018,Dropped Out,39209,Mount Adams School District,100155, ,0.253968254,63
Class of 2018,Graduated,1617,Educational Opportunity Center,100344,(Cross School),0.132352941,
Class of 2018,Continued,1617,Educational Opportunity Center,100344,(Cross School),0.514705882,
Class of 2018,Dropped Out,1617,Educational Opportunity Center,100344,(Cross School),0.352941176,
Class of 2018,Graduated,1647,Options High School,103042,(Cross School),0.351351351,
Class of 2018,Continued,1647,Options High School,103042,(Cross School),0.243243243,
Class of 2018,Dropped Out,1647,Options High School,103042,(Cross School),0.405405405,
Class of 2018,Graduated,1680,James A. Taylor High School,101927,(Cross School),0.517241379,
Class of 2018,Continued,1680,James A. Taylor High School,101927,(Cross School),0.275862069,
Class of 2018,Dropped Out,1680,James A. Taylor High School,101927,(Cross School),0.206896552,
Class of 2018,Graduated,1709,Chewelah Alternative,102870,(Cross School),0.454545455,
Class of 2018,Continued,1709,Chewelah Alternative,102870,(Cross School),0.272727273,
Class of 2018,Dropped Out,1709,Chewelah Alternative,102870,(Cross School),0.272727273,
Class of 2018,Graduated,1718,Explorer Academy,101741,(Cross School),0.377358491,
Class of 2018,Continued,1718,Explorer Academy,101741,(Cross School),0.245283019,
Class of 2018,Dropped Out,1718,Explorer Academy,101741,(Cross School),0.377358491,
Class of 2018,Graduated,1754,Palouse Junction High School,100777,(Cross School),0.764705882,
Class of 2018,Continued,1754,Palouse Junction High School,100777,(Cross School),0,
Class of 2018,Dropped Out,1754,Palouse Junction High School,100777,(Cross School),0.235294118,
Class of 2018,Graduated,1756,CLIP,101403,(Cross School),0.588235294,
Class of 2018,Continued,1756,CLIP,101403,(Cross School),0.117647059,
Class of 2018,Dropped Out,1756,CLIP,101403,(Cross School),0.294117647,
Class of 2018,Graduated,1769,Three Springs High School,102810,(Cross School),0.428571429,
Class of 2018,Continued,1769,Three Springs High School,102810,(Cross School),0.190476190,
Class of 2018,Dropped Out,1769,Three Springs High School,102810,(Cross School),0.380952381,
Class of 2018,Graduated,1776,Contract Learning Center,103229,(Cross School),0.529411765,
Class of 2018,Continued,1776,Contract Learning Center,103229,(Cross School),0.117647059,
Class of 2018,Dropped Out,1776,Contract Learning Center,103229,(Cross School),0.352941176,
Class of 2018,Graduated,1795,Woodland Alternative School,100695,(Cross School),0.484848485,
Class of 2018,Continued,1795,Woodland Alternative School,100695,(Cross School),0.090909091,
Class of 2018,Dropped Out,1795,Woodland Alternative School,100695,(Cross School),0.424242424,
Class of 2018,Graduated,1803,Mead Alternative High School,102768,(Cross School),0.428571429,
Class of 2018,Continued,1803,Mead Alternative High School,102768,(Cross School),0.464285714,
Class of 2018,Dropped Out,1803,Mead Alternative High School,102768,(Cross School),0.107142857,
Class of 2018,Graduated,1934,Loowit High School,103827,(Cross School),0.4,
Class of 2018,Continued,1934,Loowit High School,103827,(Cross School),0.2,
Class of 2018,Dropped Out,1934,Loowit High School,103827,(Cross School),0.4,
Class of 2018,Graduated,1935,Eagle Harbor High School,103831,(Cross School),0.739130435,
Class of 2018,Continued,1935,Eagle Harbor High School,103831,(Cross School),0.043478261,
Class of 2018,Dropped Out,1935,Eagle Harbor High School,103831,(Cross School),0.217391304,
Class of 2018,Graduated,1938,Student Link,103861,(Cross School),0.625,
Class of 2018,Continued,1938,Student Link,103861,(Cross School),0.3125,
Class of 2018,Dropped Out,1938,Student Link,103861,(Cross School),0.0625,
Class of 2018,Graduated,1940,Chelan School of Innovation,103865,(Cross School),0.434782609,
Class of 2018,Continued,1940,Chelan School of Innovation,103865,(Cross School),0,
Class of 2018,Dropped Out,1940,Chelan School of Innovation,103865,(Cross School),0.565217391,
Class of 2018,Graduated,1966,Edmonds Heights K-12,103929,(Cross School),0.739130435,
Class of 2018,Continued,1966,Edmonds Heights K-12,103929,(Cross School),0.152173913,
Class of 2018,Dropped Out,1966,Edmonds Heights K-12,103929,(Cross School),0.108695652,
Class of 2018,Graduated,1971,Sage Hills High School,103942,(Cross School),0.76,
Class of 2018,Continued,1971,Sage Hills High School,103942,(Cross School),0.04,
